Wall time,Step,Value
1588041367.8159993,2301,41.0
1588041382.9125578,2304,25.0
1588041399.141608,2307,28.0
1588041407.4328325,2308,65.0
1588041412.5374942,2309,49.0
1588041487.7579577,2319,32.0
1588041491.03172,2320,29.0
1588041495.7657316,2321,41.0
1588041500.9177299,2323,4.0
1588041579.732574,2335,56.0
1588041588.0629284,2336,58.0
1588041595.6701689,2337,54.0
1588041602.3058407,2338,58.0
1588041648.2533112,2346,61.0
1588041707.4699383,2355,70.0
1588041738.408397,2360,54.0
1588041791.5276551,2368,71.0
1588041801.6929746,2369,66.0
1588041814.777399,2372,60.0
1588041877.8628502,2383,35.0
1588041891.7841566,2386,45.0
1588041911.1854534,2389,46.0
1588041917.5473068,2390,49.0
1588041925.811854,2391,62.0
1588041943.221617,2393,86.0
1588041999.003879,2401,61.0
1588042017.4662123,2403,74.0
1588042027.1473033,2405,0.0
1588042045.0855594,2407,68.0
1588042111.7037225,2417,66.0
1588042165.7511852,2425,65.0
1588042172.044638,2426,47.0
1588042212.9798758,2431,56.0
1588042258.776183,2437,58.0
1588042321.380067,2445,55.0
1588042354.4999006,2451,12.0
1588042360.5261598,2452,47.0
1588042366.0074635,2453,59.0
1588042371.8073785,2454,45.0
1588042383.4229126,2456,51.0
1588042421.3009267,2461,83.0
1588042534.5071335,2480,62.0
1588042550.8671465,2482,69.0
1588042574.340253,2486,52.0
1588042581.6862254,2487,58.0
1588042638.7890425,2497,34.0
1588042686.750732,2499,47.0
1588042703.7446065,2502,56.0
1588042714.0982916,2503,73.0
1588042722.0243533,2504,68.0
1588042784.9125526,2514,58.0
1588042795.0363226,2515,73.0
1588042813.518377,2518,80.0
1588042821.692039,2520,63.0
1588042842.5506418,2524,54.0
1588042861.1302059,2526,68.0
1588042879.165934,2529,65.0
1588042890.6617825,2531,66.0
1588042899.5174625,2533,31.0
1588042914.3596258,2535,75.0
1588042975.9408886,2544,46.0
1588043004.9975603,2548,52.0
1588043028.8617857,2552,48.0
1588043035.903529,2554,-1.0
1588043046.7879138,2557,57.0
1588043071.3423073,2560,49.0
1588043109.4491248,2566,59.0
1588043117.2390327,2567,66.0
1588043125.8684614,2571,6.0
1588043145.9924383,2574,84.0
1588043164.0457702,2577,53.0
1588043177.0318131,2579,63.0
1588043200.8253403,2584,55.0
1588043231.2062418,2588,71.0
1588043253.620957,2591,67.0
1588043258.0499732,2592,35.0
1588043261.3102176,2593,34.0
1588043270.6407835,2594,70.0
1588043286.8679566,2597,69.0
1588043310.6795745,2601,0.0
1588043342.8832905,2607,33.0
1588043349.7144458,2608,58.0
1588043363.8432097,2611,48.0
1588043413.2756925,2619,61.0
1588043457.9219785,2624,70.0
1588043483.2166586,2627,64.0
1588043509.146104,2630,64.0
1588043518.5131836,2631,74.0
1588043536.6654,2633,77.0
1588043567.6580582,2636,75.0
1588043567.974181,2637,2.0
1588043582.6878521,2639,74.0
1588043617.80566,2645,44.0
1588043634.0674484,2648,40.0
1588043647.957151,2651,2.0
1588043652.3927119,2652,38.0
1588043681.614466,2656,58.0
1588043723.4808235,2662,77.0
1588043797.014525,2675,60.0
1588043830.1193879,2679,77.0
1588043842.4784741,2681,62.0
1588043875.862937,2686,32.0
1588043904.730059,2691,77.0
1588043960.29576,2700,67.0
1588043984.326558,2704,77.0
1588044018.27488,2708,64.0
